iteration,policy,sequence_start_idx,sequence_len,job_id,submit_time,scheduled_time,request_time,run_time,request_procs,wait_time,turnaround_time,slowdown,bounded_slowdown,cpu_time,utilization_contrib,sequence_total_cpu_hour
0,RL,0,52616,0,1701412267.0,1701412267.0,86400.0,660.0,160,0.0,660.0,1.0,1.0,105600.0,5.647216235303114e-06,18699478752.0
0,RL,0,52616,1,1701412355.0,1701412355.0,86400.0,454.0,160,0.0,454.0,1.0,1.0,72640.0,3.884600258829717e-06,18699478752.0
0,RL,0,52616,2,1701412420.0,1701412420.0,86400.0,449.0,160,0.0,449.0,1.0,1.0,71840.0,3.841818317653179e-06,18699478752.0
0,RL,0,52616,3,1701417751.0,1701417751.0,3600.0,2236.0,24,0.0,2236.0,1.0,1.0,53664.0,2.8698126141222186e-06,18699478752.0
0,RL,0,52616,4,1701434555.0,1701434555.0,21600.0,4893.0,32,0.0,4893.0,1.0,1.0,156576.0,8.373281527072162e-06,18699478752.0
0,RL,0,52616,5,1701438308.0,1701438308.0,7200.0,912.0,10,0.0,912.0,1.0,1.0,9120.0,4.877141294125416e-07,18699478752.0
0,RL,0,52616,6,1701439797.0,1701439797.0,7200.0,2726.0,10,0.0,2726.0,1.0,1.0,27260.0,1.4577946455905575e-06,18699478752.0
0,RL,0,52616,7,1701439830.0,1701439830.0,21600.0,5370.0,32,0.0,5370.0,1.0,1.0,171840.0,9.189560964720521e-06,18699478752.0
0,RL,0,52616,8,1701443007.0,1701443007.0,7200.0,7200.0,10,0.0,7200.0,1.0,1.0,72000.0,3.850374705888486e-06,18699478752.0
0,RL,0,52616,9,1701445622.0,1701445622.0,7200.0,7200.0,25,0.0,7200.0,1.0,1.0,180000.0,9.625936764721215e-06,18699478752.0
0,RL,0,52616,10,1701445624.0,1701445624.0,7200.0,7200.0,25,0.0,7200.0,1.0,1.0,180000.0,9.625936764721215e-06,18699478752.0
0,RL,0,52616,11,1701445626.0,1701445626.0,7200.0,7200.0,25,0.0,7200.0,1.0,1.0,180000.0,9.625936764721215e-06,18699478752.0
0,RL,0,52616,12,1701445628.0,1701445628.0,7200.0,7200.0,25,0.0,7200.0,1.0,1.0,180000.0,9.625936764721215e-06,18699478752.0
0,RL,0,52616,13,1701445631.0,1701445631.0,7200.0,7200.0,25,0.0,7200.0,1.0,1.0,180000.0,9.625936764721215e-06,18699478752.0
0,RL,0,52616,14,1701445633.0,1701445633.0,7200.0,7200.0,25,0.0,7200.0,1.0,1.0,180000.0,9.625936764721215e-06,18699478752.0
0,RL,0,52616,15,1701445635.0,1701445635.0,7200.0,7200.0,25,0.0,7200.0,1.0,1.0,180000.0,9.625936764721215e-06,18699478752.0
0,RL,0,52616,16,1701445637.0,1701445637.0,7200.0,7200.0,25,0.0,7200.0,1.0,1.0,180000.0,9.625936764721215e-06,18699478752.0
0,RL,0,52616,17,1701445639.0,1701445639.0,7200.0,7200.0,25,0.0,7200.0,1.0,1.0,180000.0,9.625936764721215e-06,18699478752.0
0,RL,0,52616,18,1701445642.0,1701445642.0,7200.0,7200.0,25,0.0,7200.0,1.0,1.0,180000.0,9.625936764721215e-06,18699478752.0
0,RL,0,52616,19,1701446414.0,1701446414.0,86400.0,37806.0,148,0.0,37806.0,1.0,1.0,5595288.0,0.00029922160260224134,18699478752.0
0,RL,0,52616,20,1701447169.0,1701447169.0,21600.0,2263.0,32,0.0,2263.0,1.0,1.0,72416.0,3.872621315300286e-06,18699478752.0
0,RL,0,52616,21,1701449418.0,1701449418.0,21600.0,5259.0,32,0.0,5259.0,1.0,1.0,168288.0,8.99960914589669e-06,18699478752.0
0,RL,0,52616,22,1701450043.0,1701450043.0,10800.0,10.0,10,0.0,10.0,1.0,1.0,100.0,5.347742647067342e-09,18699478752.0
0,RL,0,52616,23,1701451033.0,1701451033.0,10800.0,159.0,50,0.0,159.0,1.0,1.0,7950.0,4.251455404418537e-07,18699478752.0
0,RL,0,52616,24,1701451776.0,1701451776.0,10800.0,10.0,10,0.0,10.0,1.0,1.0,100.0,5.347742647067342e-09,18699478752.0
0,RL,0,52616,25,1701452130.0,1701452130.0,3600.0,337.0,65,0.0,337.0,1.0,1.0,21905.0,1.1714230268401013e-06,18699478752.0
0,RL,0,52616,26,1701452392.0,1701452467.0,7200.0,7200.0,24,75.0,7275.0,1.0104166666666667,1.0104166666666667,172800.0,9.240899294132368e-06,18699478752.0
0,RL,0,52616,27,1701453075.0,1701453075.0,10800.0,10.0,10,0.0,10.0,1.0,1.0,100.0,5.347742647067342e-09,18699478752.0
0,RL,0,52616,28,1701453902.0,1701453902.0,7200.0,7200.0,10,0.0,7200.0,1.0,1.0,72000.0,3.850374705888486e-06,18699478752.0
0,RL,0,52616,29,1701454960.0,1701454960.0,600.0,10.0,10,0.0,10.0,1.0,1.0,100.0,5.347742647067342e-09,18699478752.0
0,RL,0,52616,30,1701455008.0,1701455008.0,10800.0,10800.0,10,0.0,10800.0,1.0,1.0,108000.0,5.7755620588327296e-06,18699478752.0
0,RL,0,52616,31,1701455063.0,1701455063.0,600.0,13.0,10,0.0,13.0,1.0,1.0,130.0,6.952065441187545e-09,18699478752.0
0,RL,0,52616,32,1701455590.0,1701455590.0,600.0,11.0,10,0.0,11.0,1.0,1.0,110.0,5.882516911774077e-09,18699478752.0
0,RL,0,52616,33,1701455744.0,1701455744.0,21600.0,21600.0,80,0.0,21600.0,1.0,1.0,1728000.0,9.240899294132367e-05,18699478752.0
0,RL,0,52616,34,1701455932.0,1701455932.0,21600.0,8790.0,32,0.0,8790.0,1.0,1.0,281280.0,1.504213051767102e-05,18699478752.0
0,RL,0,52616,35,1701456468.0,1701456468.0,10800.0,10800.0,10,0.0,10800.0,1.0,1.0,108000.0,5.7755620588327296e-06,18699478752.0
0,RL,0,52616,36,1701457982.0,1701457982.0,7200.0,7200.0,27,0.0,7200.0,1.0,1.0,194400.0,1.0396011705898913e-05,18699478752.0
0,RL,0,52616,37,1701461242.0,1701461242.0,21600.0,21600.0,64,0.0,21600.0,1.0,1.0,1382400.0,7.392719435305894e-05,18699478752.0
0,RL,0,52616,38,1701461272.0,1701461272.0,21600.0,10.0,64,0.0,10.0,1.0,1.0,640.0,3.422555294123099e-08,18699478752.0
0,RL,0,52616,39,1701463103.0,1701463103.0,21600.0,21600.0,64,0.0,21600.0,1.0,1.0,1382400.0,7.392719435305894e-05,18699478752.0
0,RL,0,52616,40,1701463110.0,1701464722.0,21600.0,21600.0,64,1612.0,23212.0,1.0746296296296296,1.0746296296296296,1382400.0,7.392719435305894e-05,18699478752.0
0,RL,0,52616,41,1701467597.0,1701467597.0,10800.0,10800.0,10,0.0,10800.0,1.0,1.0,108000.0,5.7755620588327296e-06,18699478752.0
0,RL,0,52616,42,1701470885.0,1701470885.0,21600.0,4984.0,32,0.0,4984.0,1.0,1.0,159488.0,8.529007792954762e-06,18699478752.0
0,RL,0,52616,43,1701475018.0,1701475018.0,10800.0,10800.0,13,0.0,10800.0,1.0,1.0,140400.0,7.508230676482548e-06,18699478752.0
0,RL,0,52616,44,1701475957.0,1701475957.0,10800.0,4719.0,16,0.0,4719.0,1.0,1.0,75504.0,4.037759608241726e-06,18699478752.0
0,RL,0,52616,45,1701478822.0,1701478822.0,1200.0,10.0,16,0.0,10.0,1.0,1.0,160.0,8.556388235307748e-09,18699478752.0
0,RL,0,52616,46,1701479206.0,1701479206.0,21600.0,21600.0,25,0.0,21600.0,1.0,1.0,540000.0,2.8877810294163647e-05,18699478752.0
0,RL,0,52616,47,1701480082.0,1701480082.0,1200.0,1200.0,16,0.0,1200.0,1.0,1.0,19200.0,1.0267665882369297e-06,18699478752.0
0,RL,0,52616,48,1701488779.0,1701488779.0,21600.0,21600.0,32,0.0,21600.0,1.0,1.0,691200.0,3.696359717652947e-05,18699478752.0
0,RL,0,52616,49,1701493209.0,1701493209.0,1200.0,87.0,50,0.0,87.0,1.0,1.0,4350.0,2.3262680514742938e-07,18699478752.0
0,RL,0,52616,50,1701504653.0,1701504653.0,1200.0,10.0,50,0.0,10.0,1.0,1.0,500.0,2.6738713235336712e-08,18699478752.0
0,RL,0,52616,51,1701505972.0,1701505972.0,86400.0,86400.0,128,0.0,86400.0,1.0,1.0,11059200.0,0.0005914175548244715,18699478752.0
0,RL,0,52616,52,1701516063.0,1701516063.0,600.0,15.0,10,0.0,15.0,1.0,1.0,150.0,8.021613970601013e-09,18699478752.0
0,RL,0,52616,53,1701519569.0,1701519569.0,600.0,11.0,10,0.0,11.0,1.0,1.0,110.0,5.882516911774077e-09,18699478752.0
0,RL,0,52616,54,1701520224.0,1701520224.0,10800.0,2426.0,40,0.0,2426.0,1.0,1.0,97040.0,5.189449464714149e-06,18699478752.0
0,RL,0,52616,55,1701520900.0,1701520900.0,21600.0,18183.0,64,0.0,18183.0,1.0,1.0,1163712.0,6.223232291304031e-05,18699478752.0
0,RL,0,52616,56,1701520915.0,1701520915.0,21600.0,18449.0,64,0.0,18449.0,1.0,1.0,1180736.0,6.314272262127705e-05,18699478752.0
0,RL,0,52616,57,1701520976.0,1701520976.0,21600.0,18447.0,64,0.0,18447.0,1.0,1.0,1180608.0,6.313587751068881e-05,18699478752.0
0,RL,0,52616,58,1701521609.0,1701521609.0,21600.0,23.0,74,0.0,23.0,1.0,1.0,1702.0,9.101857985308616e-08,18699478752.0
0,RL,0,52616,59,1701521635.0,1701522650.0,86400.0,3809.0,148,1015.0,4824.0,1.2664741401942767,1.2664741401942767,563732.0,3.014693657916567e-05,18699478752.0
0,RL,0,52616,60,1701521644.0,1701522650.0,10800.0,10800.0,14,1006.0,11806.0,1.0931481481481482,1.0931481481481482,151200.0,8.085786882365822e-06,18699478752.0
