cycle,root_branching_factor,selected_policy,possible_job_sets
1,0,FIFO,""
2,0,FIFO,""
3,0,NONE,""
4,0,NONE,""
5,0,FIFO,""
6,0,FIFO,""
7,0,NONE,""
8,0,NONE,""
9,0,FIFO,""
10,0,FIFO,""
11,0,FIFO,""
12,0,FIFO,""
13,0,FIFO,""
14,0,FIFO,""
15,0,NONE,""
16,0,FIFO,""
17,0,FIFO,""
18,0,NONE,""
19,0,NONE,""
20,0,NONE,""
21,0,FIFO,""
22,0,NONE,""
23,0,FIFO,""
24,0,NONE,""
25,0,FIFO,""
26,0,FIFO,""
27,0,NONE,""
28,0,NONE,""
29,0,NONE,""
30,0,FIFO,""
31,0,NONE,""
32,0,FIFO,""
33,0,NONE,""
34,0,FIFO,""
35,0,NONE,""
36,0,FIFO,""
37,0,FIFO,""
38,0,FIFO,""
39,0,FIFO,""
40,0,DRAIN,""
41,0,DRAIN,""
42,0,DRAIN,""
43,0,DRAIN,""
44,0,DRAIN,""
45,0,BACKFILL,""
46,0,BACKFILL,""
47,0,DRAIN,""
48,0,FIFO,""
49,0,DRAIN,""
50,0,BACKFILL,""
51,0,DRAIN,""
52,0,DRAIN,""
53,0,DRAIN,""
54,0,DRAIN,""
55,0,DRAIN,""
56,0,DRAIN,""
57,0,DRAIN,""
58,0,BACKFILL,""
59,0,DRAIN,""
60,0,DRAIN,""
61,0,DRAIN,""
62,0,BACKFILL,""
63,0,DRAIN,""
64,0,DRAIN,""
65,0,BACKFILL,""
66,0,DRAIN,""
67,0,BACKFILL,""
68,0,DRAIN,""
69,0,DRAIN,""
70,0,BACKFILL,""
71,0,DRAIN,""
72,0,DRAIN,""
73,0,BACKFILL,""
74,0,BACKFILL,""
75,0,DRAIN,""
76,0,DRAIN,""
77,0,BACKFILL,""
78,0,DRAIN,""
79,0,DRAIN,""
80,0,BACKFILL,""
81,0,DRAIN,""
82,0,DRAIN,""
83,0,BACKFILL,""
84,0,BACKFILL,""
85,0,DRAIN,""
86,0,DRAIN,""
87,0,BACKFILL,""
88,0,DRAIN,""
89,0,DRAIN,""
90,0,FIFO,""
91,0,FIFO,""
92,0,DRAIN,""
93,0,DRAIN,""
94,0,DRAIN,""
95,0,DRAIN,""
96,0,DRAIN,""
97,0,DRAIN,""
98,0,DRAIN,""
99,0,DRAIN,""
100,0,DRAIN,""
101,0,DRAIN,""
102,0,DRAIN,""
103,0,DRAIN,""
104,0,DRAIN,""
105,0,DRAIN,""
106,0,DRAIN,""
107,0,DRAIN,""
108,0,DRAIN,""
109,0,DRAIN,""
110,0,DRAIN,""
111,0,DRAIN,""
112,0,DRAIN,""
113,0,DRAIN,""
114,0,DRAIN,""
115,0,DRAIN,""
116,0,DRAIN,""
117,0,DRAIN,""
118,0,DRAIN,""
119,0,DRAIN,""
120,0,DRAIN,""
121,0,DRAIN,""
122,0,DRAIN,""
123,0,DRAIN,""
124,0,DRAIN,""
125,0,DRAIN,""
126,0,DRAIN,""
127,0,DRAIN,""
128,0,DRAIN,""
129,0,DRAIN,""
130,0,DRAIN,""
131,0,DRAIN,""
132,0,DRAIN,""
133,0,DRAIN,""
134,0,DRAIN,""
135,0,DRAIN,""
136,0,FIFO,""
137,0,DRAIN,""
138,0,DRAIN,""
139,0,DRAIN,""
140,0,DRAIN,""
141,0,DRAIN,""
142,0,DRAIN,""
143,0,DRAIN,""
144,0,DRAIN,""
