cycle,sim_time,jobs_finished,queue_len,util,jobs_running,cycle_ms,selected_policy,jobs_run,mcts_iterations
1,1606813329,0,1,1.0000,0,0.0037,SJF,1,0
2,1606820442,0,1,0.9688,1,0.0021,SJF,1,0
3,1606820696,1,0,0.9688,1,0.0010,NONE,0,0
4,1606823956,2,0,1.0000,0,0.0008,NONE,0,0
5,1606831427,2,1,1.0000,0,0.0014,SJF,1,0
6,1606831882,2,1,0.9688,1,0.0014,SJF,1,0
7,1606831985,3,0,0.9688,1,0.0008,NONE,0,0
8,1606833227,4,0,1.0000,0,0.0006,NONE,0,0
9,1606837426,4,1,1.0000,0,0.0012,SJF,1,0
10,1606838972,4,1,0.8750,1,0.0011,SJF,1,0
11,1606839045,4,1,0.8438,2,0.0015,SJF,1,0
12,1606839960,4,1,0.6479,3,0.0061,SJF,1,0
13,1606839998,4,1,0.6167,4,0.0017,SJF,1,0
14,1606840187,4,1,0.5854,5,0.0014,SJF,1,0
15,1606840469,5,0,0.5854,5,0.0010,NONE,0,0
16,1606840997,5,1,0.5854,5,0.0014,SJF,1,0
17,1606841006,5,1,0.5542,6,0.0013,SJF,1,0
18,1606841099,6,0,0.5542,6,0.0009,NONE,0,0
19,1606841124,7,0,0.5854,5,0.0008,NONE,0,0
20,1606841235,8,0,0.6167,4,0.0008,NONE,0,0
21,1606841892,8,1,0.6167,4,0.0012,SJF,1,0
22,1606842312,9,0,0.6167,4,0.0008,NONE,0,0
23,1606843261,9,1,0.6167,4,0.0016,SJF,1,0
24,1606843598,10,0,0.4343,4,0.0008,NONE,0,0
25,1606844019,10,1,0.4343,4,0.0012,SJF,1,0
26,1606844033,10,1,0.3718,5,0.0013,SJF,1,0
27,1606844073,11,0,0.3718,5,0.0008,NONE,0,0
28,1606844098,12,0,0.4031,4,0.0007,NONE,0,0
29,1606844107,13,0,0.4656,3,0.0007,NONE,0,0
30,1606845504,13,1,0.4656,3,0.0012,SJF,1,0
31,1606845673,14,0,0.4656,3,0.0007,NONE,0,0
32,1606847511,14,1,0.4656,3,0.0012,SJF,1,0
33,1606848045,15,0,0.5989,3,0.0007,NONE,0,0
34,1606850181,15,1,0.5989,3,0.0012,SJF,1,0
35,1606851111,16,0,0.5989,3,0.0007,NONE,0,0
36,1606855886,16,1,0.5989,3,0.0012,SJF,1,0
37,1606855895,16,1,0.4739,4,0.0014,SJF,1,0
38,1606855991,16,1,0.3489,5,0.0012,SJF,1,0
39,1606856002,16,1,0.2239,6,0.0012,SJF,1,0
40,1606856081,16,1,0.0989,7,0.0019,DRAIN,0,0
41,1606856803,16,3,0.0989,7,0.0018,DRAIN,0,0
42,1606856803,16,3,0.0989,7,0.0013,DRAIN,0,0
43,1606856810,16,4,0.0989,7,0.0015,DRAIN,0,0
44,1606856811,16,5,0.0989,7,0.0046,DRAIN,0,0
45,1606857988,16,6,0.0989,7,0.0023,BACKFILL,1,0
46,1606859705,16,6,0.0364,8,0.0025,BACKFILL,1,0
47,1606859805,16,6,0.0051,9,0.0020,DRAIN,0,0
48,1606860270,17,6,0.1301,8,0.0021,SJF,1,0
49,1606860384,17,6,0.0051,9,0.0017,DRAIN,0,0
50,1606860542,18,6,0.0364,8,0.0021,SJF,1,0
51,1606861300,18,6,0.0051,9,0.0015,DRAIN,0,0
52,1606867523,18,7,0.0051,9,0.0016,DRAIN,0,0
53,1606867652,18,8,0.0051,9,0.0016,DRAIN,0,0
54,1606867788,18,9,0.0051,9,0.0017,DRAIN,0,0
55,1606868095,18,10,0.0051,9,0.0016,DRAIN,0,0
56,1606870594,18,11,0.0051,9,0.0018,DRAIN,0,0
57,1606870596,18,12,0.0051,9,0.0017,DRAIN,0,0
58,1606871070,19,12,0.1301,8,0.0039,BACKFILL,4,0
59,1606871146,20,8,0.0364,11,0.0019,DRAIN,0,0
60,1606871342,21,8,0.0676,10,0.0017,DRAIN,0,0
61,1606871781,22,8,0.1301,9,0.0017,DRAIN,0,0
62,1606874082,23,8,0.1614,8,0.0018,DRAIN,0,0
63,1606874088,24,8,0.1926,7,0.0016,DRAIN,0,0
64,1606875954,24,9,0.1926,7,0.0022,BACKFILL,1,0
65,1606878867,25,8,0.2566,7,0.0016,DRAIN,0,0
66,1606879411,25,9,0.2566,7,0.0022,BACKFILL,1,0
67,1606879554,26,8,0.2864,7,0.0015,DRAIN,0,0
68,1606879588,27,8,0.3489,6,0.0015,DRAIN,0,0
69,1606880705,27,9,0.3489,6,0.0016,DRAIN,0,0
70,1606880852,28,9,0.4739,5,0.0017,DRAIN,0,0
71,1606881499,29,9,0.5051,4,0.0019,SJF,1,0
72,1606883394,29,9,0.0051,5,0.0016,DRAIN,0,0
73,1606885099,30,9,0.5051,4,0.0027,SJF,3,0
74,1606886595,31,6,0.3486,6,0.0016,DRAIN,0,0
75,1606886696,32,6,0.4736,5,0.0014,DRAIN,0,0
76,1606887009,33,6,0.6299,4,0.0013,DRAIN,0,0
77,1606888303,33,7,0.6299,4,0.0018,SJF,1,0
78,1606889873,34,6,0.5989,4,0.0012,DRAIN,0,0
79,1606889964,35,6,0.6301,3,0.0013,DRAIN,0,0
80,1606891495,35,7,0.6301,3,0.0016,SJF,1,0
81,1606891903,36,6,0.7239,3,0.0012,DRAIN,0,0
82,1606895899,37,6,0.7551,2,0.0012,DRAIN,0,0
83,1606898201,37,7,0.7551,2,0.0015,SJF,1,0
84,1606899421,37,7,0.7239,3,0.0017,SJF,1,0
85,1606900114,38,6,0.7239,3,0.0012,DRAIN,0,0
86,1606902148,39,6,0.7551,2,0.0011,DRAIN,0,0
87,1606902174,39,7,0.7551,2,0.0015,SJF,1,0
88,1606908913,40,6,0.7551,2,0.0011,DRAIN,0,0
89,1606912820,41,6,0.7864,1,0.0011,DRAIN,0,0
90,1606918858,42,6,1.0000,0,0.0015,SJF,1,0
91,1606920423,43,5,1.0000,0,0.0014,SJF,1,0
92,1606922781,43,5,0.0000,1,0.0042,DRAIN,0,0
93,1606922931,43,6,0.0000,1,0.0012,DRAIN,0,0
94,1606923200,43,7,0.0000,1,0.0012,DRAIN,0,0
95,1606923409,43,8,0.0000,1,0.0012,DRAIN,0,0
96,1606923421,43,9,0.0000,1,0.0013,DRAIN,0,0
97,1606923946,43,10,0.0000,1,0.0013,DRAIN,0,0
98,1606923967,43,11,0.0000,1,0.0014,DRAIN,0,0
99,1606924358,43,12,0.0000,1,0.0014,DRAIN,0,0
100,1606925210,43,13,0.0000,1,0.0016,DRAIN,0,0
101,1606925231,43,14,0.0000,1,0.0016,DRAIN,0,0
102,1606925627,43,15,0.0000,1,0.0017,DRAIN,0,0
103,1606925984,43,16,0.0000,1,0.0016,DRAIN,0,0
104,1606926235,43,17,0.0000,1,0.0024,DRAIN,0,0
105,1606926392,43,18,0.0000,1,0.0018,DRAIN,0,0
106,1606927328,43,19,0.0000,1,0.0019,DRAIN,0,0
107,1606927575,43,20,0.0000,1,0.0017,DRAIN,0,0
108,1606931141,43,21,0.0000,1,0.0020,DRAIN,0,0
109,1606931932,43,22,0.0000,1,0.0019,DRAIN,0,0
110,1606931964,43,23,0.0000,1,0.0020,DRAIN,0,0
111,1606932580,43,24,0.0000,1,0.0020,DRAIN,0,0
112,1606933662,43,25,0.0000,1,0.0021,DRAIN,0,0
113,1606937695,43,26,0.0000,1,0.0019,DRAIN,0,0
114,1606937871,43,27,0.0000,1,0.0021,DRAIN,0,0
115,1606938205,43,28,0.0000,1,0.0020,DRAIN,0,0
116,1606938374,43,29,0.0000,1,0.0022,DRAIN,0,0
117,1606940698,43,30,0.0000,1,0.0021,DRAIN,0,0
118,1606945251,43,31,0.0000,1,0.0022,DRAIN,0,0
119,1606945454,43,32,0.0000,1,0.0021,DRAIN,0,0
120,1606946822,43,33,0.0000,1,0.0026,DRAIN,0,0
121,1606947030,43,34,0.0000,1,0.0022,DRAIN,0,0
122,1606947434,43,35,0.0000,1,0.0026,DRAIN,0,0
123,1606947440,43,36,0.0000,1,0.0023,DRAIN,0,0
124,1606947811,43,37,0.0000,1,0.0026,DRAIN,0,0
125,1606948980,43,38,0.0000,1,0.0022,DRAIN,0,0
126,1606948994,43,39,0.0000,1,0.0025,DRAIN,0,0
127,1606951275,43,40,0.0000,1,0.0024,DRAIN,0,0
128,1606951331,43,41,0.0000,1,0.0028,DRAIN,0,0
129,1606951390,43,42,0.0000,1,0.0053,DRAIN,0,0
130,1606952447,43,43,0.0000,1,0.0028,DRAIN,0,0
131,1606954292,43,44,0.0000,1,0.0026,DRAIN,0,0
132,1606954555,43,45,0.0000,1,0.0028,DRAIN,0,0
133,1606963345,43,46,0.0000,1,0.0025,DRAIN,0,0
134,1606963585,43,47,0.0000,1,0.0028,DRAIN,0,0
135,1606965689,43,48,0.0000,1,0.0026,DRAIN,0,0
136,1606966875,44,48,1.0000,0,0.0098,SJF+BACKFILL,16,0
137,1606966977,45,32,0.0640,15,0.0054,BACKFILL,2,0
138,1606966985,46,30,0.0327,16,0.0042,BACKFILL,1,0
139,1606967500,47,29,0.0327,16,0.0035,BACKFILL,1,0
140,1606967793,47,29,0.0015,17,0.0044,DRAIN,0,0
141,1606967893,48,29,0.0327,16,0.0036,BACKFILL,1,0
142,1606968397,48,29,0.0015,17,0.0032,DRAIN,0,0
143,1606968675,49,29,0.0640,16,0.0037,BACKFILL,2,0
144,1606968931,50,27,0.0327,17,0.0035,BACKFILL,1,0
145,1606969659,50,27,0.0015,18,0.0031,DRAIN,0,0
146,1606969800,51,27,0.0327,17,0.0030,BACKFILL,1,0
147,1606969867,52,26,0.0327,17,0.0034,BACKFILL,1,0
148,1606970003,52,26,0.0000,18,0.0027,DRAIN,0,0
149,1606970377,52,27,0.0000,18,0.0027,DRAIN,0,0
150,1606970475,59,27,0.6548,11,0.0048,SJF,3,0
151,1606970475,59,24,0.0674,14,0.0038,DRAIN,0,0
152,1606970475,59,24,0.0674,14,0.0033,DRAIN,0,0
153,1606970475,59,24,0.0674,14,0.0031,DRAIN,0,0
154,1606970475,59,24,0.0674,14,0.0030,DRAIN,0,0
155,1606970475,59,24,0.0674,14,0.0031,DRAIN,0,0
156,1606970475,59,24,0.0674,14,0.0030,DRAIN,0,0
157,1606970684,59,25,0.0674,14,0.0034,DRAIN,0,0
158,1606971021,59,26,0.0674,14,0.0037,SJF,1,0
159,1606971775,59,26,0.0361,15,0.0034,DRAIN,0,0
160,1606972104,59,27,0.0361,15,0.0032,SJF,1,0
161,1606972166,59,27,0.0049,16,0.0024,DRAIN,0,0
162,1606972203,59,28,0.0049,16,0.0025,DRAIN,0,0
163,1606972204,59,29,0.0049,16,0.0027,DRAIN,0,0
164,1606972206,59,30,0.0049,16,0.0073,DRAIN,0,0
165,1606972207,59,31,0.0049,16,0.0027,DRAIN,0,0
166,1606972208,59,32,0.0049,16,0.0025,DRAIN,0,0
167,1606972210,59,33,0.0049,16,0.0028,DRAIN,0,0
168,1606972211,59,34,0.0049,16,0.0025,DRAIN,0,0
169,1606972212,59,35,0.0049,16,0.0028,DRAIN,0,0
170,1606972222,59,36,0.0049,16,0.0026,DRAIN,0,0
171,1606972223,59,37,0.0049,16,0.0027,DRAIN,0,0
172,1606972225,59,38,0.0049,16,0.0026,DRAIN,0,0
173,1606972226,59,39,0.0049,16,0.0027,DRAIN,0,0
174,1606972815,59,40,0.0049,16,0.0027,DRAIN,0,0
175,1606973062,59,41,0.0049,16,0.0027,DRAIN,0,0
176,1606973090,59,42,0.0049,16,0.0027,DRAIN,0,0
177,1606974621,60,42,0.0361,15,0.0034,SJF,1,0
178,1606974755,61,41,0.0361,15,0.0048,SJF,1,0
179,1606976072,62,40,0.0361,15,0.0034,SJF,1,0
180,1606976904,63,39,0.0361,15,0.0033,SJF,1,0
181,1606977434,64,38,0.0361,15,0.0032,SJF,1,0
182,1606977439,65,37,0.0361,15,0.0031,SJF,1,0
183,1606977675,66,36,0.0361,15,0.0032,SJF,1,0
184,1606977777,68,35,0.0674,14,0.0037,SJF,2,0
185,1606977777,68,33,0.0049,16,0.0031,DRAIN,0,0
186,1606978112,69,33,0.0361,15,0.0037,SJF,1,0
187,1606978169,70,32,0.0361,15,0.0031,SJF,1,0
188,1606978682,71,31,0.0361,15,0.0032,SJF,1,0
189,1606978698,72,30,0.0361,15,0.0031,SJF,1,0
190,1606978704,73,29,0.0361,15,0.0029,SJF,1,0
191,1606978917,74,28,0.0361,15,0.0029,SJF,1,0
192,1606979060,75,27,0.0361,15,0.0032,SJF,1,0
193,1606979081,76,26,0.0361,15,0.0034,BACKFILL,1,0
194,1606979260,77,25,0.0361,15,0.0033,BACKFILL,1,0
195,1606979340,78,24,0.0361,15,0.0029,BACKFILL,1,0
196,1606979457,79,23,0.0361,15,0.0031,BACKFILL,1,0
197,1606979465,80,22,0.0361,15,0.0029,BACKFILL,1,0
198,1606979475,84,21,0.6235,12,0.0059,SJF,8,0
199,1606979475,84,13,0.0132,20,0.0028,DRAIN,0,0
200,1606979475,84,13,0.0132,20,0.0022,DRAIN,0,0
201,1606979475,84,13,0.0132,20,0.0019,DRAIN,0,0
202,1606979924,85,13,0.0444,19,0.0021,DRAIN,0,0
203,1606979946,86,13,0.0757,18,0.0027,SJF,1,0
204,1606980005,87,12,0.0444,18,0.0024,DRAIN,0,0
205,1606980234,88,12,0.0757,17,0.0024,SJF,1,0
206,1606980248,89,11,0.0444,17,0.0022,DRAIN,0,0
207,1606980434,90,11,0.0757,16,0.0023,SJF,1,0
208,1606980569,91,10,0.0444,16,0.0019,DRAIN,0,0
209,1606980667,92,10,0.0771,15,0.0023,BACKFILL,1,0
210,1606981874,92,10,0.0146,16,0.0017,DRAIN,0,0
211,1606981875,92,11,0.0146,16,0.0018,DRAIN,0,0
212,1606981877,92,12,0.0146,16,0.0018,DRAIN,0,0
213,1606981878,92,13,0.0146,16,0.0019,DRAIN,0,0
214,1606981880,92,14,0.0146,16,0.0018,DRAIN,0,0
215,1606981881,92,15,0.0146,16,0.0020,DRAIN,0,0
216,1606981882,92,16,0.0146,16,0.0021,DRAIN,0,0
217,1606981891,92,17,0.0146,16,0.0022,DRAIN,0,0
218,1606981892,92,18,0.0146,16,0.0020,DRAIN,0,0
219,1606981894,92,19,0.0146,16,0.0022,DRAIN,0,0
220,1606981896,92,20,0.0146,16,0.0020,DRAIN,0,0
221,1606981897,92,21,0.0146,16,0.0021,DRAIN,0,0
222,1606982296,93,21,0.0459,15,0.0027,SJF,1,0
223,1606984096,94,20,0.0459,15,0.0025,SJF,1,0
224,1606985084,95,19,0.0459,15,0.0027,SJF,1,0
225,1606985896,96,18,0.0459,15,0.0023,SJF,1,0
226,1606986847,97,17,0.0459,15,0.0023,SJF,1,0
227,1606987696,98,16,0.0459,15,0.0025,SJF,1,0
228,1606988475,100,15,0.4062,14,0.0052,SJF,6,0
